,statsbomb_xg,goal,time,player,team,shot_distance,inside_18,shot_angle,bodypart,technique,first_touch,assist,state_of_play
147,0.18556362,True,26,Lauren Hemp,Manchester City WFC,6.985699678629196,True,66.37,Head,Ground,False,High Pass,Open Play - Shot
148,0.15853661,False,28,Hayley Emma Raso,Manchester City WFC,11.593532679903914,True,145.9,Right Foot,Ground,False,Ground Pass,Open Play - Shot
149,0.7835000000000001,False,32,Alex Greenwood,Manchester City WFC,11.900420160649796,True,90.48,Left Foot,Ground,False,Unassisted,Set Piece - Penalty
150,0.31971768,True,33,Khadija Monifa Shaw,Manchester City WFC,9.430270409696634,True,34.2,Left Foot,Ground,True,Unassisted,Open Play - Shot
151,0.020032637000000002,False,35,Missy Goodwin,Leicester City WFC,24.892770034690802,False,130.6,Right Foot,Ground,False,Ground Pass,Open Play - Shot
152,0.04887508,True,42,Yui Hasegawa,Manchester City WFC,21.913466179497934,False,116.57,Right Foot,Ground,False,Ground Pass,Open Play - Shot
153,0.0796501,False,44,Khadija Monifa Shaw,Manchester City WFC,18.821530224718714,True,126.14,Left Foot,Ground,False,High Pass,Open Play - Shot
154,0.21014485,False,45,Hayley Emma Raso,Manchester City WFC,18.293714767646286,True,110.81,Right Foot,Ground,False,Ground Pass,Open Play - Shot
155,0.0051950137,False,46,Natasha Jane Flint,Leicester City WFC,51.20009765615688,False,90.11,Right Foot,Ground,False,Ground Pass,Open Play - Shot
156,0.023782702000000003,False,1,Frida Maanum,Manchester City WFC,29.00275848949544,False,89.21,Right Foot,Ground,False,Unassisted,Open Play - Shot
157,0.62613934,True,3,Lauren Hemp,Manchester City WFC,4.527692569068707,True,46.79,Left Foot,Volley,True,Low Pass,Open Play - Shot
158,0.09095456,False,6,Caitlin Jade Foord,Arsenal WFC,11.493476410555683,True,26.34,Left Foot,Volley,True,High Pass,Open Play - Shot
159,0.031449426,False,9,Kim Little,Arsenal WFC,27.33587386567329,False,92.94,Right Foot,Ground,False,Unassisted,Open Play - Shot
160,0.054788925,False,11,Khadija Monifa Shaw,Manchester City WFC,12.900387591076482,True,57.67,Head,Ground,False,High Pass,Open Play - Shot
161,0.0139399115,False,17,Yui Hasegawa,Manchester City WFC,26.67901797293146,False,132.72,Right Foot,Volley,True,Unassisted,Open Play - Shot
162,0.14745256,False,22,Laia Aleixandri López,Manchester City WFC,10.25329215423027,True,44.6,Left Foot,Volley,True,Low Pass,Open Play - Shot
163,0.46585697000000004,False,25,Khadija Monifa Shaw,Manchester City WFC,13.911865439257236,True,117.85,Right Foot,Ground,False,Unassisted,Open Play - Shot
164,0.029694319,False,27,Chloe Kelly,Arsenal WFC,18.12456896039186,True,151.31,Right Foot,Ground,False,Unassisted,Open Play - Shot
165,0.027609276000000002,False,28,Ingrid Filippa Angeldal,Manchester City WFC,25.390155572583634,False,60.51,Right Foot,Ground,False,Ground Pass,Open Play - Shot
166,0.013277972,False,35,Chloe Kelly,Manchester City WFC,20.580087463370997,True,149.32,Right Foot,Volley,False,High Pass,Open Play - Shot
167,0.4755491,True,42,Chloe Kelly,Manchester City WFC,8.766413177577242,True,101.18,Right Foot,Ground,True,Ground Pass,Open Play - Shot
