,inside_18,first_touch,bodypart_Head,bodypart_Left Foot,bodypart_Other,bodypart_Right Foot,technique_Ground,technique_Volley,assist_Ground Pass,assist_High Pass,assist_Low Pass,assist_Unassisted,state_of_play_Open Play - Shot,state_of_play_Set Piece - Direct Free Kick,state_of_play_Set Piece - Penalty,time,shot_distance,shot_angle
158,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.2760461619714139,-0.7155867994718784,-1.898948044040982
159,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0663256122029638,1.2389980440653885,0.013378113882355082
160,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.9265119123573305,-0.5420065520731011,-0.9993507688497185
161,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.5070708128204306,1.1579572435187149,1.155605359560889
162,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.15753656320634743,-0.8685968067939804,-1.3746375989406798
163,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05218398656210253,-0.4172136173402871,0.7286340387152429
164,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19199768640773582,0.10253640635741627,1.6893912946328837
165,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2619045363305525,0.9989414808942809,-0.9178041278812159
166,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.751252485790269,0.40549050547944987,1.632251218742982
167,1,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2406004352499855,-1.0520432277144076,0.2499782271149124
168,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.7299483847097021,0.1167183978897594,-0.17929018220871973
169,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.415859861817047,-0.09069483638356328,0.9101040284761364
170,1,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2061393120485973,-0.08140219596800945,-0.5942017885449394
171,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7866982125116972,-0.5236069363152775,-0.45264371108905294
172,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.15753656320634743,1.0750361893056726,-0.6524904086738339
173,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.15753656320634743,1.8232432302051718,-0.6797683343499177
174,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.08762971328353077,0.18704991663464773,-0.3168283548281311
175,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2619045363305525,0.9685207114130653,-1.7459045241951656
176,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6114387859446357,1.13726699342718,-0.4529308471488009
177,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.9609730355587189,1.2483503138894536,-0.023088165705672407
